下午4:59 - 2017年10月31日," Pls watch & retweet our #crowdfunding #video for a #Sheabutter center https://leapintolife.nl/active-campaigns-in-ghana/?? #SharingEconomy #SocEnt #SDGs "
下午4:46 - 2017年10月31日," .@UNFCCC Showcases TNA Success Stories, NDE Germany Introduces Technology Needs Database | #SDG2 #SDG9 #SDG13http://sdg.iisd.org/news/unfccc-showcases-tna-success-stories-nde-germany-introduces-technology-needs-database/?? "
下午4:45 - 2017年10月31日," Another @BanksiaFdn #Banksiafinalist, another client @ParksVictoria "Managing Country Together" #Banksia2017 #SDG15 #LifeonLand #SDGs ^MP pic.twitter.com/3NBMDaCbx6 "
下午4:40 - 2017年10月31日," One of the #SDGs https://twitter.com/WorldBank/status/925483827266498560?? "
下午4:35 - 2017年10月31日," .@UNESCAP Report Highlights Innovative Financing Mechanisms in Asia-Pacific to Advance #SDGs | http://sdg.iisd.org/news/escap-report-highlights-innovative-financing-mechanisms-in-asia-pacific-to-advance-sdgs/?? "
下午4:28 - 2017年10月31日," Good luck to @BanksiaFdn #Banksiafinalist @TSR_Hub fmr ^client #threatenedspecies #biodiversity #SDG15 #LifeonLand #SDGs #Banksia2017 ^MPhttps://twitter.com/BanksiaFdn/status/925496266280247296?? "
下午4:27 - 2017年10月31日," Dear @1nmemoriam Thank you so much for the #Follow #RT #Likes Really appreciate Indeed @KadviHawa will play colossal role in spreading #SDGs pic.twitter.com/cZFyYMjEGI "
下午4:21 - 2017年10月31日," Today is World Cities Day 2017 - October 31st. #Waterpedia #SDGs Read more below: https://buff.ly/2zlZjer? "
下午4:16 - 2017年10月31日," SDG Media Zone: How critical is the role of the private sector in achieving the SDGs? http://www.un.org/sustainabledevelopment/blog/2017/10/sdg-media-zone-how-critical-is-the-role-of-the-private-sector-in-achieving-the-sdgs/?? "
下午4:14 - 2017年10月31日," Decent work and sustainable development @ITCILO : all you need to know in art form #DecentWork #SDGs pic.twitter.com/zly1EVcH1E "
下午4:13 - 2017年10月31日," ECOSOC Addresses Recent Disasters, Urges Countries to 'Build Back Better' | #SDG1 #SDG3 #SDG6 #SDG8 #SDG11 #SDG13http://sdg.iisd.org/news/ecosoc-addresses-recent-disasters-urges-countries-to-build-back-better/?? "
