下午3:54 - 2017年12月31日," 2018I work with people who wanna change current situation. This is what I wanna live for. #philippines #garbageproblem #SDGs pic.twitter.com/sYf0aXK2eb "
下午3:51 - 2017年12月31日," On behalf of our team we wish you a wonderful 2018! We look forward to continue to work together in favor of the SDGs around the globe! #HappyNewYearpic.twitter.com/smqGbEi7s3 "
下午3:45 - 2017年12月31日," 2017 took me to Ireland, Austria, Kenya, Tanzania, Zambia, Uganda, Israel & Iceland. GfGD published a 5-year strategy w. the @GlobalGoalsUN (#SDGs) at its heart. PhD graduation & good times with family. Look forward to seeing what 2018 brings! #GeoNewYear #HappyNewYear2018 "
下午3:45 - 2017年12月31日," Thank you to an amazing team! #HavServe - - - #Journey2018 #SDGs #UNvolunteers #UNVOnline? https://www.instagram.com/p/BdYrIEoASKD/? "
下午3:43 - 2017年12月31日," Happy New Year Everyone . One thing that was awesome about my 2017 was all about the#SDGs Wishing you all a remarkable 2018 & the Ambitious Agenda would end poverty by 2030 and universally promote shared economic prosperity, social development and environmental protection pic.twitter.com/qfwf1tJXkB "
下午3:42 - 2017年12月31日," As the new year of 2018 comes upon us, our team have been working #voluntarily non-stop to finally launch our brand new website to go live on time for 12pm #NewYearsDay2018 #SDGs #DigitalTransformation #SocialMedia #DWILeadership "
下午3:42 - 2017年12月31日," Wish you all #HappyNewYear and more #Strength more #Power more #belief #Vision2030IsPossible #teachSDGs #GlobalGoals #SDGs @Ayushchopra24 @TeachSDGs @KnpsIndia @AdamRogers2030 @HansLak @25MaHa @upasanakinra @supritichauhan @pkdhillon08 @neerumittal11? by #VisionAfricaZimpic.twitter.com/rbsin1lOVM "
下午3:39 - 2017年12月31日," Top 20reads on http://sdg.iisd.org/? from 2017: UN Secretary-General Issues Second SDG Progress Report in June 2017 - 2017 SDG progress report with overview of global progress towards 17 #SDGs http://sdg.iisd.org/news/un-secretary-general-issues-second-sdg-progress-report/?? "
下午3:33 - 2017年12月31日," "@sdgsnigeria: Wishing you all a great, healthy and prosperous year , leaving no one behind. #SDGs #HappyNewYear pic.twitter.com/VFPFTibAQt" "
下午3:30 - 2017年12月31日," Wishing you all a great, healthy and prosperous year , leaving no one behind. #SDGs #HappyNewYearpic.twitter.com/7ypFDqtDbr "
下午3:28 - 2017年12月31日," #SDGs  1-No Poverty 2-No Hunger 3-Health 4-Education 5-Gender Equality 6-Water& sanitation 7-Clean energy 8-Economies 9-Innovation 10-Reduced inequality 11-Cities 12-Reduce Consumption 13-Climate 14-Ocean 15-Biodiversity 16-Peace 17-Partnerships? by #GreenSpringBlogpic.twitter.com/nPZPjKi6uq "
下午3:18 - 2017年12月31日," 2017 = Thanks to all our amazing ambassadors, supporters & funders.  Wishing you a peaceful, happy and rewarding 2018.     PfC delivers on the UN SDGs pic.twitter.com/L84773cZ8w "
下午3:07 - 2017年12月31日," Happy New Year: Let's focus on solving #SDGs Accelerate the #ThirdWave Create an #ausecon that embraces social dividends & Unlock #startups "
下午3:05 - 2017年12月31日," Thanks @UNCCD #Follow us & our technologies in 2018 to #BEATPLASTICPOLLUTION #SAVEOUROCEAN #DESERTGREENING https://twitter.com/TradomGlobal/status/946047313243443200?? Detailed info on our website http://www.tradom.co/our-solutions-and-remedies/plastic-innovation/?? #BEATPOLLUTION #GLOBALGOALS #SDGs #SDG13 #SDG15 #CLIMATEACTION #SAVETHEPLANET #REFORESTATION "
下午3:05 - 2017年12月31日," 2017 may have been a rough year, but there were plenty of inventions, innovations, and gadgets that made the world just a slightly better place  #HappyNewYear!  http://mashable.com/2017/12/23/social-good-innovations-2017/#70nulWruEEOY?? #SDGs @mashable "
下午3:05 - 2017年12月31日," LOVE this idea, and agree that there should be more creative approaches to sharing the #SDGs: The SDGs Should Be Like a Chocolate Advent Calendar- https://buff.ly/2oEVNaL?pic.twitter.com/3cAjjknoY3 "
下午3:02 - 2017年12月31日," Thanks Assaad, Pls #Follow us & our technologies in 2018 to #BEATPLASTICPOLLUTION #SAVEOUROCEAN https://twitter.com/TradomGlobal/status/946047313243443200?? More info on our website http://www.tradom.co/our-solutions-and-remedies/plastic-innovation/?? #BEATPOLLUTION #GLOBALGOALS #SDGs #SDG13 #SDG15 #GLOBALCOMMONS #CLIMATEACTION #SAVETHEPLANET #REFORESTATION "
下午3:01 - 2017年12月31日," Where the quality of life goes down for the environment, the quality of life goes down for humans. - George Holland #ClimateChange #ActOnClimate #Earth #SDGs #Environment "
下午3:00 - 2017年12月31日," Blog post by #ROI3's @aarondrose about a special report by @TheEconomist on how a tech-driven transformation in #Africa is making people healthier, wealthier, and better educated http://ow.ly/90Q630hupV0? #technology #SDGs #education #entrepreneurship #RenewableEnergy #agriculture "
下午2:57 - 2017年12月31日," And of course #NewUrbanAgenda that is the roadmap to the #SDGs especially #SDG11 -- @RafTuts @ShipraSurihttps://twitter.com/mayorpenang/status/947384743280066563?? "
下午2:55 - 2017年12月31日," 2500+ workers employed at businesses hit by coalition in #Yemen, 100s lost livelihoods #1000DaysOfWarOnYemenpic.twitter.com/forz1VA7tB "
下午2:55 - 2017年12月31日," The #American role on the #Yemen aggression is clear and stated by higher #USA officials #1000DaysOfWarOnYemenpic.twitter.com/vb4TAahvsU "
下午2:55 - 2017年12月31日," Saudi Arabia fears the rising of Yemen after it lost its domination on Yemen decision makers #1000DaysOfWarOnYemenpic.twitter.com/UcEEipRYWW "
下午2:55 - 2017年12月31日," Then they said: US role is only "logistics" Found in #Yemen, fighting with Saudi's mercenaries #1000DaysOfWarOnYemenpic.twitter.com/a2HrwcwGSS "
下午2:55 - 2017年12月31日," US troops participating in the aggression against Yemen along with Hadi militia & Terrorists #1000DaysOfWarOnYemenpic.twitter.com/DUUjscjrL5 "
下午2:55 - 2017年12月31日," Yemeni media reveals US involvement in the military aggression on Yemen #1000DaysOfWarOnYemenpic.twitter.com/DVAybxgDZI "
下午2:55 - 2017年12月31日," They talk about helping Yemen while their fighter jets bombed it daily #1000DaysOfWarOnYemenpic.twitter.com/Emj3yScN6G "
下午2:55 - 2017年12月31日," Yemenis R threatened in their livelihood by coalition which strangles them with economic war #1000DaysOfWarOnYemenpic.twitter.com/Ngf2KPgoiE "
下午2:55 - 2017年12月31日," A child in pain & misery after US-Saudi airstrike targeted his family vehicle Baqm(5-Aug-16) #1000DaysOfWarOnYemenpic.twitter.com/F7leAoXbpN "
下午2:55 - 2017年12月31日," A US-Saudi airstrike targeted civilian vehicle,6 dead & several wounded children (5-Aug-16) #1000DaysOfWarOnYemenpic.twitter.com/5gXqhmd4D8 "
下午2:55 - 2017年12月31日," Why India will push further down the e-vehicle   path in 2018 http://ow.ly/6kTI30hvLmC? #India #SDG7 #SDGs #globalgoals #renewables #climatechangepic.twitter.com/V83cGuY8zh "
下午2:54 - 2017年12月31日," US-Saudi airstrike victim:"house was destroyed along with every one inside: children&women" #1000DaysOfWarOnYemenpic.twitter.com/yNei4vTAE3 "
下午2:54 - 2017年12月31日," The Future of Green Fashion: Interview with Guido Dolci   https://buff.ly/2Cojszt? #sdgs #sustainable #sustainablefashionpic.twitter.com/GsHK4zZFzj "
下午2:38 - 2017年12月31日," Happy New Year from @UNDESASocial! We hope that 2018 will be a year to raise more awareness about unity that leads to prosperity and well-being for All!   Thank you for your support!  #JoinTogether #EndPoverty #SocialInclusion4All #SDGs #GlobalGoalspic.twitter.com/KRuYFfx3WE "
下午2:15 - 2017年12月31日," INFOGRAPHIC: Decentralized Renewables: No Target = No Universal Electricity Access http://ow.ly/PXSJ30hvM1I? #SDG7 #SDGs #globalgoals #endenergypovertyfaster #energy #Africa #India #infographic #renewables #electricitypic.twitter.com/j1TzBddAGX "
下午2:02 - 2017年12月31日," Although #SDGs are not legally binding, governments are expected to establish national frameworks to achieve the goalshttp://bit.ly/2kraDNA? (via @undp) #ClimateActionpic.twitter.com/g39KmjLmRM "
下午1:50 - 2017年12月31日," Debajit Palit of @teriin , a research institute, says a newly announced government scheme is a step in the right direction to electrify all households in India, but only with change management at state-owned distributors. http://ow.ly/mCyG30hvLY7? #India #SDG7 #SDGs #globalgoalspic.twitter.com/0ngT46pq2L "
下午1:42 - 2017年12月31日," Happy New Year! Let's keep working together to make the #2030agenda a reality! #SDGs @UNSDSN @SDSNYouth #YOUTHpic.twitter.com/cVb35bebSE "
下午1:39 - 2017年12月31日," My 2018 agenda: #EndingAIDS #ZeroDiscrimination #ZeroStigma #UEqualsU #TBFreeWorld #EliminateHCV #SDGs #UHC #FastTrackCities @IAPAC @UNAIDS @UNHABITAT @Paris @PEPFAR @USAIDGH @WHO @gnpplus @PreventionAC @MSMGF @iasociety @amfAR @StopTBpic.twitter.com/9SAMSBFtWm "
下午1:37 - 2017年12月31日," #China sees results in its battle against smog - Reuters TV http://reut.tv/2zPbfRC? #ClimaChange #CleanEnergy #SDGs #environment #Climate "
下午1:37 - 2017年12月31日," #China sees results in its battle against smog - Reuters TV http://reut.tv/2zPbfRC? #ClimaChange #CleanEnergy #SDGs #environment #Climate "
下午1:35 - 2017年12月31日," Goal 11: The ABC of Sustainability: The Carbon Footprint of Buildings from Design through Use http://bit.ly/2i5Hbg1? #SDGs #carbon #designpic.twitter.com/KXnMYJEd5G "
下午1:28 - 2017年12月31日," Sunrise Academy needs your help!! https://youtu.be/PtzCjgvq13c? #psychology #health #houston #philanthropy #noew2017 #sdgs #csr #mentalhealth "
下午1:17 - 2017年12月31日," These forms of #foodwaste dominate in the wealthy countries, those at the begin of the supply chain dominate in the poor countries #endhunger #zerohunger #sdg2 #SDGs "
下午1:10 - 2017年12月31日," Meet the leaders and the do-ers who are turning funding gaps into investment opportunities on #2030 Finance. http://ow.ly/6XpZ30htiBW? #sdgs #impinv #socent "
下午1:08 - 2017年12月31日," #HappyNewYear2018 to all at @WildHeartsGroup and @MicroTyco participants across the world @DeloitteSchools @Barclays @mickwildhearts thank you for inspiring social entrepreneurship around #SDGs @TeachSDGs to #BeTheChangepic.twitter.com/4BRTCzdfFW "
下午1:01 - 2017年12月31日," #UNITY unlocks #Education Equality, Quality&Access! {#2018_in_3_words ?TEACH SUSTAINABLE GOALS?}, rather "LEARNING RESOURCES SHARING" #OneWorldOneAcademicLibrary 4all 2grow equally in Knowledge, Good Governance&Development, Inclusive&Unlimited #2018_goals #TeachSDGs #SDGs #Africapic.twitter.com/EpzqhYTlpa "
下午1:01 - 2017年12月31日," The Sustainable Development Goals: SDGs! https://paper.li/giofonsecaf/1461330093?edition_id=5554b770-ee4c-11e7-9ed6-002590a5ba2d?? #globalgoals "
下午12:59 - 2017年12月31日," Why collaboration will be key to achieving the Sustainable Development Goals  #SDGs https://www.weforum.org/agenda/2017/01/realising-the-potential-of-cross-sector-partnerships/?? via @wefpic.twitter.com/vkL5mJDMGH "
下午12:43 - 2017年12月31日," We are all entering this #NewYear together. Let's try to stay that way throughout 2018. #SDGs #NewYearResolution #Welcome2018 "
下午12:26 - 2017年12月31日," #SDGs  1-No Poverty 2-No Hunger 3-Health 4-Education 5-Gender Equality 6-Water& sanitation 7-Clean energy 8-Economies 9-Innovation 10-Reduced inequality 11-Cities 12-Reduce Consumption 13-Climate 14-Ocean 15-Biodiversity 16-Peace 17-Partnerships? by #RobertoValentUNpic.twitter.com/wOQU20kVU6 "
下午12:15 - 2017年12月31日," 767 million people live on less than $1.90 a day, while 793 million people routinely go hungry. Let's ring in 2018 with a stronger resolution: http://ow.ly/VLRo30hvryk? @UN #SDGs #GlobalGoals "
下午12:09 - 2017年12月31日," There are reasons to be optimistic  and positive! #SDGsGreetings #SDGs #SDGs "
下午12:01 - 2017年12月31日," #SDGs  1-No Poverty 2-No Hunger 3-Health 4-Education 5-Gender Equality 6-Water& sanitation 7-Clean energy 8-Economies 9-Innovation 10-Reduced inequality 11-Cities 12-Reduce Consumption 13-Climate 14-Ocean 15-Biodiversity 16-Peace 17-Partnerships  #SDGsGreetings .@JeffDSachspic.twitter.com/Khz0760FsM "
上午11:58 - 2017年12月31日," #SDGs  1-No Poverty 2-No Hunger 3-Health 4-Education 5-Gender Equality 6-Water& sanitation 7-Clean energy 8-Economies 9-Innovation 10-Reduced inequality 11-Cities 12-Reduce Consumption 13-Climate 14-Ocean 15-Biodiversity 16-Peace 17-Partnerships  #SDGsGreetings .@MattMcGorrypic.twitter.com/0j7PsxgFKQ "
上午11:57 - 2017年12月31日," Thank You. @UN means Hope to all of us. And united for #Peace,#Development, #ClimateAction #SDGs. #HappyNewYear2018  "
上午11:55 - 2017年12月31日," #SDGs  1-No Poverty 2-No Hunger 3-Health 4-Education 5-Gender Equality 6-Water& sanitation 7-Clean energy 8-Economies 9-Innovation 10-Reduced inequality 11-Cities 12-Reduce Consumption 13-Climate 14-Ocean 15-Biodiversity 16-Peace 17-Partnerships  #SDGsGreetingspic.twitter.com/U41hPWPeLC "
