下午4:46 - 2017年3月31日," Monthly Forecast: April 2017 | SDG Knowledge Hub #sustdev #Finance @IMFNews @WorldBank #SE4All #SDGs #2030Agendahttp://sdg.iisd.org/commentary/policy-briefs/monthly-forecast-april-2017/?? "
下午4:46 - 2017年3月31日," Can the SDGs be financed? | Inter Press Service http://www.ipsnews.net/2017/03/can-the-sdgs-be-financed/?? "
下午4:20 - 2017年3月31日," Proud to be a part of @IISD_news #SDG Knowledge Program. Follow IISD_SDGs for more info on our work | #2030Agenda #SDGs https://twitter.com/IISD_SDGs/status/847676361158270976?? "
下午4:16 - 2017年3月31日," And it would be the BEST show EVER as a result!!!! #SDGs  "
下午4:15 - 2017年3月31日," Benue SDGs office to train 2,691 youths on digital marketing skills http://fb.me/Qd5llZw8? "
下午4:13 - 2017年3月31日," ?Radical? collaboration: G3id event inspires innovation to speed up the SDGs http://upflow.co/l/6ZKX? "
下午4:07 - 2017年3月31日," @IISD_news monthly #SDGs forecast for April 2017: Sustainable dev finance set to receive a great deal of scrutiny. http://sdg.iisd.org/commentary/policy-briefs/monthly-forecast-april-2017/?? "
下午4:06 - 2017年3月31日," Awww @DuffyValerie  your the best! It would be all #SDGs all day! "
下午3:41 - 2017年3月31日," For folks enmeshed in the SDGs a useful model for accounting for interactions, from cancelling out to indivisible - http://www.icsu.org/publications/reports-and-reviews/working-paper-framework-for-understanding-sdg-interactions-2016/SDG-interactions-working-paper.pdf?? "
下午3:41 - 2017年3月31日," New post on my blog: Benue SDGs office to train 2,691 youths on digital marketing skills "
下午3:38 - 2017年3月31日," Jos held of down today for the #smsgjos http://conference.One? day down,one more to go in a few hours #smsgjos . All #SDGs r doable right? "
下午3:36 - 2017年3月31日," Retweeted Kwasu Kanchok (@myinfodigest):  These #SDGs are doable and achievable even in #Nigeria irrespective of... http://fb.me/1Q4MkvJmi? "
下午3:31 - 2017年3月31日," Super excited for 17 to be part of this great event to help global entrepreneurs tackle the #SDGS #COrocks #Collaboration #designthinkinghttps://twitter.com/weworkden/status/847932559703105537?? "
下午3:27 - 2017年3月31日," ?radical? collaboration: g3id event inspires #innovation to speed up the sdgs http://upflow.co/l/TcAL? "
下午3:20 - 2017年3月31日," These #SDGs are doable and achievable even in #Nigeria irrespective of our limitations. #smsgjos conference,a meeting to solutions #smsgjos "
下午3:19 - 2017年3月31日," Benue SDGs office to train 2,691 youths on digital marketing skills http://dlvr.it/NmlFk7? #Newspic.twitter.com/olYfGrY6Wo "
下午3:17 - 2017年3月31日," Fabmimiblog\Click To Read More | #Benue #news #SDGs Benue SDGs office to train 2,691 youths on digital marketing... http://fb.me/6J6pcfri0? "
下午3:16 - 2017年3月31日," Fabmimiblog\Click for more #Benue #news #SDGs Benue SDGs office to train 2,691 youths on digital marketing skills... http://fb.me/1gJu6UJOM? "
下午3:15 - 2017年3月31日," @alutadarf doing what he knows how to do best! Talking about the SDGs! Imagine a govt official asking people to hold leaders accountable ! pic.twitter.com/Ib2GQl0QJh "
下午3:15 - 2017年3月31日," The @UN is calling on governments in the Asia-Pacific region to prioritize gender equality in implementing #SDGs http://ow.ly/zhZn30arDar? "
下午3:12 - 2017年3月31日," 10 inclusive businesses catalysing action towards the SDGs - in pictures https://www.theguardian.com/business-call-to-action-partnerzone/gallery/2017/feb/20/10-inclusive-businesses-catalysing-action-towards-the-sdgs-in-pictures?CMP=share_btn_tw&page=with:img-1#img-1?? "
下午3:10 - 2017年3月31日," #Accountability is crucial to achieve #SDGs. All stakeholders can & must play a role in strengthening accountability. #partnership #EWECisME "
下午3:09 - 2017年3月31日," Trickle Up's program significantly reduces #hunger, and we've got the data to prove it! #endhunger #endpoverty #SDGs http://ow.ly/ywH330asnQY?pic.twitter.com/CufiScOdrm "
下午3:08 - 2017年3月31日," Benue SDGs Office To Train 2,691 Youths On Digital Marketing Skills http://dlvr.it/Nml4RT?pic.twitter.com/irGnemrB1F "
下午3:05 - 2017年3月31日," Tara from @HopeFoundation visited our TYC students re #ChallengetoChange project -TQ  #girlsrights #deved #SDGs @Pres_Sisters @PresSisNEpic.twitter.com/R3lKUnMS0f "
下午3:03 - 2017年3月31日," Online tool to FORWARD RSS TO EMAIL. http://forward.fullcontentrss.com? #website #WebTraffic | Benue SDGs office to train 2,691 youths on digital? "
下午3:01 - 2017年3月31日," tkp: Could China be thinking of dovetailing #OBOR with the UN?s SDGs in Nepal? - Navin Singh Khadka? http://dlvr.it/Nmkz93?pic.twitter.com/t6QQwmShih "
下午3:00 - 2017年3月31日," #HealthWorkersCount because they are essential to #SDGs. We discuss why we must invest in them during #WHWWeek chat 4/4, 1pm ET! "
下午3:00 - 2017年3月31日," .@CSE_network to discuss the importance of #SDGs in corporate strategies & reporting. Join them: http://bit.ly/2nPEzFk? #sustainability "
下午2:56 - 2017年3月31日," Benue SDGs office to train 2,691 youths on digital marketing skills http://fb.me/7P9MeODte? "
下午2:54 - 2017年3月31日," Can the SDGs be financed? | Inter Press Service http://buff.ly/2oiZjWM? "
下午2:54 - 2017年3月31日," "Sustainable Consumption & Production Patterns: A New Avenue For Economic Dev." By Alicia Barcera http://buff.ly/2ohKALS? @cepal_onu #sdgs pic.twitter.com/vpxRJYNu0T "
下午2:51 - 2017年3月31日," Benue SDGs office to train 2691 youths on digital marketing skills pic.twitter.com/xyK2dPy6rl "
下午2:51 - 2017年3月31日," Benue SDGs office to train 2691 youths on digital marketing skills http://bit.ly/2oI7Ijh? #digitalmarketing "
下午2:50 - 2017年3月31日," Benue SDGs Office To Train 2,691 Youths On Digital Marketing Skills http://fb.me/3EBJCdcEI? "
下午2:49 - 2017年3月31日," #digitalmarketing Benue SDGs office to train 2691 youths on digital marketing skills http://ift.tt/2nIPY9K? "
下午2:42 - 2017年3月31日," Excellent overview of the #SDGs and work to be done by #2030 https://twitter.com/phumzileunwomen/status/847185996659740672?? "
下午2:39 - 2017年3月31日," How certification schemes are a key tool for businesses to contribute to the #SDGs: http://bit.ly/2nsaLvs? @WWF @ISEALalliance #globalgoalspic.twitter.com/ZWfXH9zzKf "
下午2:34 - 2017年3月31日," @AminaJMohammed: "Gender parity is about decision making. This is a thread through all #SDGs... by #wbg2030pic.twitter.com/765ya42Ug8 "
下午2:29 - 2017年3月31日," Benue SDGs office to train 2,691 #Youths on digital #Marketing #Skills http://dlvr.it/NmkXgq? "
下午2:28 - 2017年3月31日," Taking an active role in actualizing & realizing the SDGs will create more ownership among the youth "
下午2:28 - 2017年3月31日," ?Radical? collaboration: G3id event inspires innovation to speed up the SDGs http://upflow.co/l/RDrS? "
下午2:25 - 2017年3月31日," Benue SDGs office to train 2691 youths on digital marketing skills http://dlvr.it/NmkV8M? "
下午2:20 - 2017年3月31日," Retweeted JOS FACTS (@Jos_facts):  Discussion on developing sustainable cities and communities  by @alutadarf #SMSGjos #SDGs "
下午2:20 - 2017年3月31日," Retweeted JOS FACTS (@Jos_facts):  Technology is here to make our life's better . @alutadarf #SMSGJos #SDGs "
下午2:18 - 2017年3月31日," Benue SDGs office to train 2,691 youths on digital marketing skills http://dlvr.it/NmkMdK? #Newspic.twitter.com/Z5whvTM4dc "
下午2:15 - 2017年3月31日," Could China be thinking of dovetailing #OBOR with the UN?s SDGs in Nepal?  - Navin Singh Khadka  http://bit.ly/2nlkpPR?pic.twitter.com/wj9IRI3WwK "
